,Anmerkung,BNetzA_ID,Baujahr,Betriebstand,Energietraeger,Grenzkosten,KWK,Kraftwerksart,Kraftwerksname,Leistung,Unternehmen,Voraus_Stillegung,Wirkungsgrad,Aktiv
147,Berechneter Zeitpunkt der Stillegung,BNA0421,1989.0,in Betrieb,Steinkohle,67.62,Ja,,GKH,136.0,Stadtwerke Hannover AG,2034,0.3222,N
148,Berechneter Zeitpunkt der Stillegung,BNA0082,1969.0,in Betrieb,Steinkohle,67.95,Ja,,Reuter,124.0,Vattenfall Europe Wärme Aktiengesellschaft,2014,0.3208,KWK
149,Berechneter Zeitpunkt der Stillegung,BNA0403,1962.0,in Betrieb,Steinkohle,67.98,Ja,,Wedel,123.0,Vattenfall Europe Wärme AG,2007,0.3207,N
150,Berechneter Zeitpunkt der Stillegung,BNA0144,1989.0,in Betrieb,Steinkohle,68.09,Ja,,KW Hastedt,119.0,swb Erzeugung GmbH & Co. KG,2034,0.3202,KWK
151,Berechneter Zeitpunkt der Stillegung,BNA0557b,1971.0,in Betrieb,Steinkohle,68.34,Ja,,Kraftwerk N 230,110.0,Currenta GmbH & Co. OHG,2016,0.3192,KWK
152,Von der BNetzA Terminiert,BNA0432,1965.0,in Betrieb,Steinkohle,68.34,Ja,,Heizkraftwerk Heilbronn,110.0,EnBW Energie Baden-Württemberg AG,2015,0.3192,N
153,Von der BNetzA Terminiert,BNA0433,1966.0,in Betrieb,Steinkohle,68.34,Ja,,Heizkraftwerk Heilbronn,110.0,EnBW Energie Baden-Württemberg AG,2015,0.3192,N
154,Berechneter Zeitpunkt der Stillegung,BNA0253,1963.0,in Betrieb,Steinkohle,68.45,Ja,,Kraftwerk Ensdorf,106.0,"VSE AG, Kraftwerk Ensdorf",2008,0.3187,KWK
155,Berechneter Zeitpunkt der Stillegung,BNA0600b,1962.0,in Betrieb,Steinkohle,68.53,Ja,,G-Kraftwerk,103.0,Currenta GmbH & Co. OHG,2007,0.3184,KWK
156,Berechneter Zeitpunkt der Stillegung,BNA0211,1985.0,in Betrieb,Steinkohle,68.76,Ja,,HKW I,95.0,Stadtwerke Duisburg AG,2030,0.3174,KWK
157,Berechneter Zeitpunkt der Stillegung,BNA0085a,1990.0,in Betrieb,Steinkohle,68.93,Ja,,Moabit,89.0,Vattenfall Europe Wärme Aktiengesellschaft,2035,0.3167,KWK
158,Berechneter Zeitpunkt der Stillegung,BNA1084,1989.0,in Betrieb,Steinkohle,69.04,Ja,,HKW Elberfeld ,85.0,WSW Energie & Wasser AG,2034,0.3163,KWK
159,Berechneter Zeitpunkt der Stillegung,BNA0834,1975.0,in Betrieb,Steinkohle,69.21,ja,,Industrie-Kraftwerk,79.0,Solvay Chemicals GmbH,2020,0.3155,KWK
160,Berechneter Zeitpunkt der Stillegung,BNA0400,2009.0,in Betrieb,Erdgas,69.33,Ja,GuD,GuD Tiefstack,127.0,Vattenfall Europe Wärme Aktiengesellschaft,--,0.4921,KWK
161,Berechneter Zeitpunkt der Stillegung,BNA0336,1985.0,in Betrieb,Steinkohle,69.46,Ja,,FWK Buer,70.0,E.ON Kraftwerke GmbH,2030,0.3145,KWK
162,Berechneter Zeitpunkt der Stillegung,BNA0498,1989.0,in Betrieb,Steinkohle,69.58,Ja,,Heizkraftwerk,66.0,Infraserv GmbH & Co. Höchst KG,2034,0.314,N
163,Berechneter Zeitpunkt der Stillegung,BNA0857,1999.0,in Betrieb,Erdgas,69.65,Ja,GuD,GuD-Anlage Rüsselsheim,112.1,Adam Opel AG,--,0.4903,KWK
164,Berechneter Zeitpunkt der Stillegung,BNA1075a,2000.0,in Betrieb,Steinkohle,69.71,Ja,,HKW Nord,61.5,Volkswagen AG,2045,0.3135,N
165,Berechneter Zeitpunkt der Stillegung,BNA0289b,1989.0,in Betrieb,Steinkohle,69.71,Ja,,HKW West,61.5,Mainova AG,2034,0.3135,N
166,Berechneter Zeitpunkt der Stillegung,BNA1075b,2000.0,in Betrieb,Steinkohle,69.71,Ja,,HKW Nord,61.5,Volkswagen AG,2045,0.3135,KWK
167,Berechneter Zeitpunkt der Stillegung,BNA0290,1989.0,in Betrieb,Steinkohle,69.71,Ja,,HKW West,61.5,Mainova AG,2034,0.3135,N
168,Berechneter Zeitpunkt der Stillegung,BNA0546,2004.0,in Betrieb,Erdgas,69.74,Ja,GuD,HKW Merkenich,108.0,RheinEnergie AG,--,0.4897,N
169,Berechneter Zeitpunkt der Stillegung,BNA0661,1966.0,in Betrieb,Steinkohle,69.74,Ja,,Kraftwerk II,60.4,Infracor GmbH,2011,0.3134,N
170,Berechneter Zeitpunkt der Stillegung,BNA0662a,1983.0,in Betrieb,Steinkohle,69.75,Ja,,Kraftwerk I ,60.2,Infracor GmbH,2028,0.3133,N
171,Berechneter Zeitpunkt der Stillegung,BNA0660,1971.0,in Betrieb,Steinkohle,69.89,Ja,,Kraftwerk I  ,55.25,Infracor GmbH,2016,0.3128,N
172,Berechneter Zeitpunkt der Stillegung,BNA0685,2005.0,in Betrieb,Erdgas,69.91,Ja,GuD,Heizkraftwerk Hafen,100.24,Stadtwerke Münster GmbH,--,0.4888,KWK
173,Berechneter Zeitpunkt der Stillegung,BNA0220,2000.0,in Betrieb,Erdgas,69.91,Ja,GuD,GuD,100.0,Stadtwerke Düsseldorf AG,--,0.4887,N
174,Berechneter Zeitpunkt der Stillegung,BNA0758,1990.0,in Betrieb,Steinkohle,69.92,ja,,Heizkraftwerk Offenbach,54.0,Energieversorgung Offenbach AG,2035,0.3126,N
175,Berechneter Zeitpunkt der Stillegung,BNA0861b,1988.0,in Betrieb,Steinkohle,70.04,Ja,,HKW Römerbrücke,50.0,Energie SaarLorLux AG,2033,0.3122,N
176,Berechneter Zeitpunkt der Stillegung,BNA0936,1984.0,in Betrieb,Steinkohle,70.18,Ja,,Restmüll-Heizkraftwerk Stuttgart-Münster,45.0,EnBW Energie Baden-Württemberg AG,2029,0.3116,N
177,Berechneter Zeitpunkt der Stillegung,BNA0935,1982.0,in Betrieb,Steinkohle,70.18,Ja,,Restmüll-Heizkraftwerk Stuttgart-Münster,45.0,EnBW Energie Baden-Württemberg AG,2027,0.3116,N
178,Berechneter Zeitpunkt der Stillegung,BNA0138,1984.0,in Betrieb,Steinkohle,70.23,Ja,,HKW-Mitte,43.3,Braunschweiger Versorgungs-AG & Co. KG,2029,0.3114,N
179,Berechneter Zeitpunkt der Stillegung,BNA0742,2005.0,in Betrieb,Erdgas,70.45,Ja,GuD,HKW Sandreuth,75.0,N-ERGIE AG,--,0.4856,N
180,Berechneter Zeitpunkt der Stillegung,BNA0743,2005.0,in Betrieb,Erdgas,70.45,Ja,GuD,HKW Sandreuth,75.0,N-ERGIE AG,--,0.4856,N
181,Berechneter Zeitpunkt der Stillegung,BNA0861a,2012.0,in Betrieb,Erdgas,70.45,Ja,GuD,HKW Römerbrücke,75.0,Energie SaarLorLux AG,--,0.4856,N
182,Berechneter Zeitpunkt der Stillegung,BNA0273,1982.0,in Betrieb,Steinkohle,70.47,ja,,Heizkraftwerk FL,35.0,Stadtwerke Flensburg GmbH,2027,0.3104,KWK
183,Berechneter Zeitpunkt der Stillegung,BNA0136,2010.0,in Betrieb,Erdgas,70.48,Ja,GuD,HKW-Mitte,74.0,Braunschweiger Versorgungs-AG & Co. KG,--,0.4855,KWK
184,Berechneter Zeitpunkt der Stillegung,BNA0272,1985.0,in Betrieb,Steinkohle,70.53,ja,,Heizkraftwerk FL,33.0,Stadtwerke Flensburg GmbH,2030,0.3102,N
185,Berechneter Zeitpunkt der Stillegung,BNA0271,1988.0,in Betrieb,Steinkohle,70.65,ja,,Heizkraftwerk FL,29.0,Stadtwerke Flensburg GmbH,2033,0.3097,KWK
186,Berechneter Zeitpunkt der Stillegung,BNA0801,1990.0,in Betrieb,Steinkohle,70.71,Ja,,Heizkraftwerk Pforzheim GmbH,26.9,Heizkraftwerk Pforzheim GmbH,2035,0.3094,N
187,Berechneter Zeitpunkt der Stillegung,BNA0270,1992.0,in Betrieb,Steinkohle,70.71,ja,,Heizkraftwerk FL,27.0,Stadtwerke Flensburg GmbH,2037,0.3095,N
188,Berechneter Zeitpunkt der Stillegung,BNA0557a,1957.0,in Betrieb,Steinkohle,70.74,Ja,,Kraftwerk L 57,26.0,Currenta GmbH & Co. OHG,2002,0.3093,N
189,Berechneter Zeitpunkt der Stillegung,BNA0926b,1969.0,in Betrieb,Steinkohle,70.77,Ja,,Heizkraftwerk der Sappi Stockstadt GmbH,24.79,Sappi Stockstadt GmbH,2014,0.3092,KWK
190,Berechneter Zeitpunkt der Stillegung,BNA0293,1998.0,in Betrieb,Erdgas,70.78,Ja,GuD,GuD Anlage WVK,60.098,Solvay Acetow GmbH,--,0.4837,KWK
191,Berechneter Zeitpunkt der Stillegung,BNA0274,1978.0,in Betrieb,Steinkohle,70.82,ja,,Heizkraftwerk FL,23.0,Stadtwerke Flensburg GmbH,2023,0.309,N
192,Berechneter Zeitpunkt der Stillegung,BNA0934,2009.0,in Betrieb,Steinkohle,70.84,Ja,,Heizkraftwerk Stuttgart-Gaisburg,22.6,EnBW Energie Baden-Württemberg AG,2054,0.3089,N
193,Berechneter Zeitpunkt der Stillegung,BNA0392b,2013.0,in Betrieb,Erdgas,70.92,Ja,GuD,HKW Halle Trotha,54.0,Heizkraftwerk Halle-Trotha GmbH,--,0.4829,N
194,Berechneter Zeitpunkt der Stillegung,BNA1467,1986.0,in Betrieb,Steinkohle,70.96,Ja,,,18.5,Koehler Energie GmbH,2031,0.3085,KWK
195,Berechneter Zeitpunkt der Stillegung,BNA0261b,1980.0,in Betrieb,Steinkohle,70.99,Ja,,HKW Erlangen,17.4,Erlanger Stadtwerke AG,2025,0.3083,N
196,Berechneter Zeitpunkt der Stillegung,BNA1337e,2013.0,in Betrieb,Erdgas,71.07,Ja,GuD,GuD-Anlage,47.0,DS Smith Paper Deutschland GmbH,--,0.4821,KWK
197,Berechneter Zeitpunkt der Stillegung,BNA0510b,1996.0,in Betrieb,Steinkohle,71.11,Ja,,HKW Karcherstr.,9.030999999995402,SWK - Stadtwerke Kaiserslautern,2041,0.3079,KWK
198,Von der BNetzA Terminiert,BNA0800,1980.0,in Betrieb,Erdgas,71.2,Ja,GuD,Heizkraftwerk Pforzheim GmbH,41.2,Heizkraftwerk Pforzheim GmbH,2016,0.4813,N
199,Berechneter Zeitpunkt der Stillegung,BNA0100,2005.0,in Betrieb,Erdgas,71.28,ja,GuD,GuD Kraftwerk Hillegossen,37.45,Stadtwerke Bielefeld GmbH,--,0.4809,N
200,Berechneter Zeitpunkt der Stillegung,BNA0595,1994.0,in Betrieb,Erdgas,71.29,Ja,GuD,ILK-GuD,37.0,InfraLeuna GmbH,--,0.4808,N
201,Berechneter Zeitpunkt der Stillegung,BNA0593,1994.0,in Betrieb,Erdgas,71.34,Ja,GuD,ILK-GuD,35.0,InfraLeuna GmbH,--,0.4806,N
202,Berechneter Zeitpunkt der Stillegung,BNA0544,1994.0,in Betrieb,Erdgas,71.34,Ja,GuD,HKW Südstadt,35.0,RheinEnergie AG,--,0.4806,N
203,Berechneter Zeitpunkt der Stillegung,BNA0594,1994.0,in Betrieb,Erdgas,71.34,Ja,GuD,ILK-GuD,35.0,InfraLeuna GmbH,--,0.4806,N
204,Berechneter Zeitpunkt der Stillegung,BNA0261a,2005.0,in Betrieb,Erdgas,71.64,Ja,GuD,HKW Erlangen,21.6,Erlanger Stadtwerke AG,--,0.4789,N
205,Berechneter Zeitpunkt der Stillegung,BNA1183,2001.0,in Betrieb,Erdgas,71.77,Ja,GuD,HKW Merheim,15.8,RheinEnergie AG,--,0.4781,N
206,Berechneter Zeitpunkt der Stillegung,BNA1196b,2003.0,in Betrieb,Erdgas,71.86,Ja,GuD,Industriekraftwerk Ludwigshafen,11.96,MVV Energie AG,--,0.4776,N
207,Berechneter Zeitpunkt der Stillegung,BNA0261c,2014.0,in Betrieb,Erdgas,71.98,Ja,GuD,HKW Erlangen,6.7,Erlanger Stadtwerke AG,--,0.477,N
208,Berechneter Zeitpunkt der Stillegung,BNA0994,2010.0,in Betrieb,Erdgas,78.84,Nein,,Gemeinschaftskraftwerk Irsching ,846.0,Gemeinschaftskraftwerk Irsching GmbH,2050,0.4077,N
209,Berechneter Zeitpunkt der Stillegung,BNA0548a,2006.0,in Betrieb,Erdgas,79.26,Nein,,Knapsack Gas I,318.1919999999991,Statkraft Markets GmbH,2046,0.4062,N
210,Von der BNetzA Terminiert,BNA0379,1974.0,in Betrieb,Mineralölprodukte,158.44,Ja,,Ingolstadt,386.0,E.ON Kraftwerke GmbH,2015,0.35,N
211,Von der BNetzA Terminiert,BNA0378,1973.0,in Betrieb,Mineralölprodukte,158.44,Ja,,Ingolstadt,386.0,E.ON Kraftwerke GmbH,2015,0.35,N
212,Berechneter Zeitpunkt der Stillegung,BNA1004,1981.0,in Betrieb,Mineralölprodukte,159.73,Nein,,Kraftwerk Walheim,136.0,EnBW Energie Baden-Württemberg AG,2026,0.35,N
213,Berechneter Zeitpunkt der Stillegung,BNA0373,1994.0,in Betrieb,Mineralölprodukte,159.82,Nein,,Spitzenlastkraftwerk Großkayna,47.399999999999864,envia THERM GmbH,2039,0.35,N
