BNetzA_ID,Anmerkung,Baujahr,Betriebstand,Energietraeger,KWK,Kraftwerksart,Kraftwerksname,Leistung,Unternehmen,Voraus_Stillegung
BNA0005,Berechneter Zeitpunkt der Stillegung,1990,in Betrieb,Erdgas,Nein,,Ahrensfelde,37.5,Vattenfall Europe Generation AG,2030
BNA0006,Berechneter Zeitpunkt der Stillegung,1990,in Betrieb,Erdgas,Nein,,Ahrensfelde,37.5,Vattenfall Europe Generation AG,2030
BNA0007,Berechneter Zeitpunkt der Stillegung,1990,in Betrieb,Erdgas,Nein,,Ahrensfelde,37.5,Vattenfall Europe Generation AG,2030
BNA0008,Berechneter Zeitpunkt der Stillegung,1990,in Betrieb,Erdgas,Nein,,Ahrensfelde,37.5,Vattenfall Europe Generation AG,2030
BNA0010a,"Keine Stillegung, da KWK-Betrieb",1933,in Betrieb,Laufwasser,Nein,,RADAG,79.5,Rheinkraftwerk Albbruck- Dogern AG,--
BNA0012b,Berechneter Zeitpunkt der Stillegung,1947,in Betrieb,Erdgas,Ja,,Werkskraftwerk Sappi Alfeld,20.0,Sappi Alfeld GmbH,--
BNA0012d,Berechneter Zeitpunkt der Stillegung,1994,vorläufig stillgelegt,Mineralölprodukte,Nein,,Werkskraftwerk Sappi Alfeld,2.8,Sappi Alfeld GmbH,2039
BNA0015,Berechneter Zeitpunkt der Stillegung,1997,in Betrieb,Erdgas,Ja,,Heizkraftwerk Altbach/Deizisau,65.0,EnBW Energie Baden-Württemberg AG,--
BNA0016,Berechneter Zeitpunkt der Stillegung,1971,in Betrieb,Erdgas,Nein,,Heizkraftwerk Altbach/Deizisau,50.0,EnBW Energie Baden-Württemberg AG,2011
BNA0017,Berechneter Zeitpunkt der Stillegung,1973,in Betrieb,Erdgas,Nein,,Heizkraftwerk Altbach/Deizisau,57.0,EnBW Energie Baden-Württemberg AG,2013
BNA0018,Berechneter Zeitpunkt der Stillegung,1975,in Betrieb,Erdgas,Nein,,Heizkraftwerk Altbach/Deizisau,81.0,EnBW Energie Baden-Württemberg AG,2015
BNA0019,Berechneter Zeitpunkt der Stillegung,1997,in Betrieb,Steinkohle,Ja,,Heizkraftwerk Altbach/Deizisau,336.0,EnBW Energie Baden-Württemberg AG,2042
BNA0020,Berechneter Zeitpunkt der Stillegung,1985,in Betrieb,Steinkohle,Ja,,Heizkraftwerk Altbach/Deizisau,433.0,EnBW Energie Baden-Württemberg AG,2030
BNA0024,"Keine Stillegung, da KWK-Betrieb",1989,in Betrieb,Laufwasser,Nein,,KW Amlach,60.0,TIWAG-Tiroler Wasserkraft AG,--
BNA0025,Berechneter Zeitpunkt der Stillegung,1993,in Betrieb,Erdgas,Ja,,Kesselhaus Zuckerfabrik,15.1,Suiker Unie GmbH,--
BNA0033,Berechneter Zeitpunkt der Stillegung,2004,in Betrieb,Erdgas,Ja,,Gasturbine,28.75,Stadtwerke Augsburg Energie GmbH,--
BNA0042,"Keine Stillegung, da KWK-Betrieb",1944,in Betrieb,Laufwasser,Nein,,Egglfing,40.35,Innwerk AG,--
BNA0045,"Keine Stillegung, da KWK-Betrieb",1959,in Betrieb,Laufwasser,nein,,Rheinkraftwerk Säckingen,36.8,"EnBW Energie Baden-Württemberg AG /
Energiedienst AG",--
BNA0046,"Keine Stillegung, da KWK-Betrieb",1966,in Betrieb,Pumpspeicher,Nein,,Säckingen,360.0,Schluchseewerk Aktiengesellschaft,--
BNA0051,Berechneter Zeitpunkt der Stillegung,1993,in Betrieb,Erdgas,Ja,,KWK-Anlage Barby,18.0,Cargill Deutschland GmbH,--
BNA0059b,Berechneter Zeitpunkt der Stillegung,2013,in Betrieb,Erdgas,Ja,,"GuD Baunatal, VW Werksgelände",78.0,Volkswagen AG,--
BNA0065,"Keine Stillegung, da KWK-Betrieb",1970,in Betrieb,Laufwasser,Nein,,Bergheim,23.7,Donau-Wasserkraft AG,--
BNA0067,Berechneter Zeitpunkt der Stillegung,1981,in Betrieb,Steinkohle,Ja,,Bergkamen,717.0,RWE Generation SE,2026
BNA0073,Berechneter Zeitpunkt der Stillegung,1996,in Betrieb,Erdgas,Ja,GuD,Mitte,444.0,Vattenfall Europe Wärme AG,--
BNA0074,Berechneter Zeitpunkt der Stillegung,1975,in Betrieb,Erdgas,Ja,,Charlottenburg,211.0,Vattenfall Europe Wärme AG,--
BNA0075,Berechneter Zeitpunkt der Stillegung,1972,in Betrieb,Erdgas,Ja,,Lichterfelde,144.0,Vattenfall Europe Wärme AG,--
BNA0076,Berechneter Zeitpunkt der Stillegung,1974,in Betrieb,Erdgas,Ja,,Lichterfelde,144.0,Vattenfall Europe Wärme AG,--
BNA0080,Berechneter Zeitpunkt der Stillegung,1973,Sonderfall,Erdgas,Ja,,Lichterfelde,144.0,Vattenfall Europe Wärme AG,--
BNA0081,Berechneter Zeitpunkt der Stillegung,1981,in Betrieb,Braunkohle,Ja,,Klingenberg,164.0,Vattenfall Europe Wärme Aktiengesellschaft,2026
BNA0082,Berechneter Zeitpunkt der Stillegung,1969,in Betrieb,Steinkohle,Ja,,Reuter,124.0,Vattenfall Europe Wärme Aktiengesellschaft,2014
BNA0083,Berechneter Zeitpunkt der Stillegung,1977,in Betrieb,Mineralölprodukte,Ja,,Wilmersdorf,276.0,Vattenfall Europe Wärme AG,2022
BNA0084,"Keine Stillegung, da KWK-Betrieb",1998,in Betrieb,Abfall,Ja,,Reuter,36.0,Vattenfall Europe Wärme Aktiengesellschaft,--
BNA0085a,Berechneter Zeitpunkt der Stillegung,1990,in Betrieb,Steinkohle,Ja,,Moabit,89.0,Vattenfall Europe Wärme Aktiengesellschaft,2035
BNA0085b,Berechneter Zeitpunkt der Stillegung,1971,in Betrieb,Mineralölprodukte,Nein,,Moabit,51.0,Vattenfall Europe Wärme Aktiengesellschaft,2016
BNA0086,Berechneter Zeitpunkt der Stillegung,1987,in Betrieb,Steinkohle,Ja,,Reuter West,282.0,Vattenfall Europe Wärme AG,2032
BNA0087,Berechneter Zeitpunkt der Stillegung,1988,in Betrieb,Steinkohle,Ja,,Reuter West,282.0,Vattenfall Europe Wärme AG,2033
BNA0088a,"Keine Stillegung, da KWK-Betrieb",2010,in Betrieb,Abfall,Ja,,Dampfturbinenanlage der EBS-Kessel,35.0,Solvay Chemicals GmbH,--
BNA0088b,Berechneter Zeitpunkt der Stillegung,1994,in Betrieb,Erdgas,Ja,,Industriekraftwerk Bernburg (IKB),66.0,Solvay Chemicals GmbH,--
BNA0093,Berechneter Zeitpunkt der Stillegung,1983,in Betrieb,Steinkohle,Nein,,Kraftwerk Bexbach,721.0,EnBW Energie Baden-Württemberg AG,2028
BNA0097,"Keine Stillegung, da KWK-Betrieb",1981,in Betrieb,Abfall,Ja,,MVA Bielefeld,34.0,MVA Bielefeld-Herford GmbH,--
BNA0098,Berechneter Zeitpunkt der Stillegung,1978,in Betrieb,Erdgas,Ja,,HKW Schildescher Straße,23.5,Stadtwerke Bielefeld GmbH,--
BNA0099,Von der BNetzA Terminiert,1975,Sonderfall,Erdgas,Nein,,Gasturbinenkraftwerk Bielefeld Ummeln,55.0,Gemeinschaftskraftwerk Veltheim GmbH,2015
BNA0100,Berechneter Zeitpunkt der Stillegung,2005,in Betrieb,Erdgas,ja,GuD,GuD Kraftwerk Hillegossen,37.45,Stadtwerke Bielefeld GmbH,--
BNA0101,Berechneter Zeitpunkt der Stillegung,1966,in Betrieb,Erdgas,Ja,,HKW Schildescher Straße,53.0,Stadtwerke Bielefeld GmbH,--
BNA0105,Berechneter Zeitpunkt der Stillegung,2000,in Betrieb,Erdgas,Ja,,GuD Bitterfeld,106.0,envia THERM GmbH,--
BNA0110,Berechneter Zeitpunkt der Stillegung,2004,in Betrieb,Erdgas,Ja,,Bochum,20.7,RWE Generation SE,--
BNA0111,Berechneter Zeitpunkt der Stillegung,1975,in Betrieb,Erdgas,Ja,,HKW Hiltrop,30.3,Stadtwerke Bochum Holding GmbH,--
BNA0115,Berechneter Zeitpunkt der Stillegung,2000,in Betrieb,Braunkohle,Ja,,Lippendorf,875.0,Vattenfall Europe Generation AG,2045
BNA0116,Berechneter Zeitpunkt der Stillegung,1999,in Betrieb,Braunkohle,Ja,,Braunkohlekraftwerk Lippendorf,875.0,EnBW Energie Baden-Württemberg AG,2044
BNA0117a,"Keine Stillegung, da KWK-Betrieb",1991,in Betrieb,Abfall,Ja,,Heizkraftwerk Karlstraße,12.0,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,--
BNA0117b,Berechneter Zeitpunkt der Stillegung,2013,in Betrieb,Erdgas,Ja,,Heizkraftwerk Karlstraße,95.0,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,--
BNA0122,Berechneter Zeitpunkt der Stillegung,1979,in Betrieb,Braunkohle,Ja,,Boxberg,465.0,Vattenfall Europe Generation AG,2024
BNA0123,Berechneter Zeitpunkt der Stillegung,1980,in Betrieb,Braunkohle,Ja,,Boxberg,465.0,Vattenfall Europe Generation AG,2025
BNA0124,Berechneter Zeitpunkt der Stillegung,2000,in Betrieb,Braunkohle,Ja,,Boxberg,857.0,Vattenfall Europe Generation AG,2045
BNA0129,Berechneter Zeitpunkt der Stillegung,1997,in Betrieb,Erdgas,Ja,,HKW,36.0,Stadtwerke Brandenburg an der Havel GmbH,--
BNA0130,Berechneter Zeitpunkt der Stillegung,1994,in Betrieb,Erdgas,Nein,,Kirchmöser,160.0,E.ON Kraftwerke GmbH,2034
BNA0135,Berechneter Zeitpunkt der Stillegung,1971,in Betrieb,Erdgas,Ja,,HKW-Mitte,20.0,Braunschweiger Versorgungs-AG & Co. KG,--
BNA0136,Berechneter Zeitpunkt der Stillegung,2010,in Betrieb,Erdgas,Ja,GuD,HKW-Mitte,74.0,Braunschweiger Versorgungs-AG & Co. KG,--
BNA0137,Berechneter Zeitpunkt der Stillegung,1965,in Betrieb,Erdgas,Ja,,HKW-Nord,25.0,Braunschweiger Versorgungs-AG & Co. KG,--
BNA0138,Berechneter Zeitpunkt der Stillegung,1984,in Betrieb,Steinkohle,Ja,,HKW-Mitte,43.3,Braunschweiger Versorgungs-AG & Co. KG,2029
BNA0139,"Keine Stillegung, da KWK-Betrieb",2009,in Betrieb,Abfall,Nein,,KW Hafen,33.0,swb Entsorgung GmbH & Co. KG,--
BNA0140,Von der BNetzA Terminiert,1972,vorläufig stillgelegt,Erdgas,Ja,,KW Hastedt,155.0,swb Erzeugung GmbH & Co. KG,2015
BNA0141,Berechneter Zeitpunkt der Stillegung,1974,in Betrieb,Mineralölprodukte,Nein,,KW Mittelsbüren,88.0,swb Erzeugung GmbH & Co. KG,2019
BNA0142,,1975,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Nein,,KW Mittelsbüren,150.0,swb Erzeugung GmbH & Co. KG,
BNA0144,Berechneter Zeitpunkt der Stillegung,1989,in Betrieb,Steinkohle,Ja,,KW Hastedt,119.0,swb Erzeugung GmbH & Co. KG,2034
BNA0145,Von der BNetzA Terminiert,1968,vorläufig stillgelegt,Steinkohle,Ja,,KW Hafen,127.0,swb Erzeugung GmbH & Co. KG,2015
BNA0146,Berechneter Zeitpunkt der Stillegung,1979,in Betrieb,Steinkohle,Ja,,KW Hafen,300.0,swb Erzeugung GmbH & Co. KG,2024
BNA0147,Berechneter Zeitpunkt der Stillegung,1969,in Betrieb,Steinkohle,Nein,,Farge,350.0,GDF SUEZ Energie Deutschland AG,2014
BNA0156b,Berechneter Zeitpunkt der Stillegung,1996,in Betrieb,Erdgas,Ja,,Egger Kraftwerk Briilon,13.5,Egger Kraftwerk Brilon GmbH,--
BNA0157,Von der BNetzA Terminiert,1986,in Betrieb,Kernenergie,Nein,,Brokdorf,1410.0,E.ON Kernkraft GmbH,2021
BNA0161,Berechneter Zeitpunkt der Stillegung,1973,in Betrieb,Mineralölprodukte,Nein,,Brunsbüttel,63.5,Vattenfall Europe Generation AG,2018
BNA0162,Berechneter Zeitpunkt der Stillegung,1973,in Betrieb,Mineralölprodukte,Nein,,Brunsbüttel,63.5,Vattenfall Europe Generation AG,2018
BNA0163,Berechneter Zeitpunkt der Stillegung,1973,in Betrieb,Mineralölprodukte,Nein,,Brunsbüttel,63.5,Vattenfall Europe Generation AG,2018
BNA0164,Berechneter Zeitpunkt der Stillegung,1973,in Betrieb,Mineralölprodukte,Nein,,Brunsbüttel,63.5,Vattenfall Europe Generation AG,2018
BNA0172,Berechneter Zeitpunkt der Stillegung,2001,in Betrieb,Erdgas,Ja,,Dampfkraftwerk BGH - O1,178.0,Wacker Chemie AG,--
BNA0173,"Keine Stillegung, da KWK-Betrieb",1922,in Betrieb,Laufwasser,Nein,,Alzwerke GmbH,45.0,Wacker Chemie AG,--
BNA0174,Berechneter Zeitpunkt der Stillegung,2002,in Betrieb,Erdgas,Ja,,Industriepark Werk Gendorf,48.96,InfraServ GmbH & Co. Gendorf KG,--
BNA0177,Berechneter Zeitpunkt der Stillegung,1988,in Betrieb,Braunkohle,Ja,,HKW Chemnitz  Nord II,56.8,eins energie in sachsen GmbH & Co. KG,2033
BNA0178,Berechneter Zeitpunkt der Stillegung,1986,in Betrieb,Erdgas,Ja,,HKW Chemnitz  Nord II,57.2,eins energie in sachsen GmbH & Co. KG,--
BNA0179,Berechneter Zeitpunkt der Stillegung,1990,in Betrieb,Braunkohle,Ja,,HKW Chemnitz  Nord II,90.8,eins energie in sachsen GmbH & Co. KG,2035
BNA0183,Berechneter Zeitpunkt der Stillegung,1999,in Betrieb,Braunkohle,Ja,,HKW Cottbus,74.0,HKW Heizkraftwerksgesellschaft Cottbus mbH,2044
BNA0194,Berechneter Zeitpunkt der Stillegung,1996,in Betrieb,Braunkohle,ja,,Kraftwerk Dessau,49.0,Kraftwerk Dessau GmbH,2041
BNA0196,Berechneter Zeitpunkt der Stillegung,1936,in Betrieb,Braunkohle,Ja,,Deuben,67.0,Mitteldeutsche Braunkohlengesellschaft mbH,1981
BNA0199,Berechneter Zeitpunkt der Stillegung,2000,in Betrieb,Erdgas,Ja,GuD,Dormagen,586.3,RWE Generation SE,--
BNA0202,Berechneter Zeitpunkt der Stillegung,2004,in Betrieb,Erdgas,Ja,,Dortmund,26.0,RWE Generation SE,--
BNA0203,Von der BNetzA Terminiert,1971,in Betrieb,Steinkohle,Ja,,Knepper,345.0,E.ON Kraftwerke GmbH,2014
BNA0207,Berechneter Zeitpunkt der Stillegung,1995,in Betrieb,Erdgas,Ja,,HKW Dresden-Nossener Brücke,250.0,DREWAG Stadtwerke Dresden GmbH,--
BNA0211,Berechneter Zeitpunkt der Stillegung,1985,in Betrieb,Steinkohle,Ja,,HKW I,95.0,Stadtwerke Duisburg AG,2030
BNA0213,Berechneter Zeitpunkt der Stillegung,2002,in Betrieb,Erdgas,Ja,,HKW III/A,40.0,Stadtwerke Duisburg AG,--
BNA0214,Berechneter Zeitpunkt der Stillegung,2005,in Betrieb,Erdgas,Ja,,HKW III/B,234.0,Stadtwerke Duisburg AG,--
BNA0216a,Berechneter Zeitpunkt der Stillegung,1988,in Betrieb,Steinkohle,Ja,,KW Walsum,370.0,Steag GmbH,2033
BNA0216b,Berechneter Zeitpunkt der Stillegung,2013,in Betrieb,Steinkohle,Nein,,KW Walsum,725.0,Steag GmbH,2058
BNA0217,,1955,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,Duisburg Ruhrort 2,60.0,ThyssenKrupp Steel Europe AG,
BNA0218,,1963,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,Duisburg Ruhrort 3,90.0,ThyssenKrupp Steel Europe AG,
BNA0219,,1968,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,Duisburg Ruhrort 4,165.0,ThyssenKrupp Steel Europe AG,
BNA0220,Berechneter Zeitpunkt der Stillegung,2000,in Betrieb,Erdgas,Ja,GuD,GuD,100.0,Stadtwerke Düsseldorf AG,--
BNA0221a,Berechneter Zeitpunkt der Stillegung,1974,in Betrieb,Erdgas,Nein,,GT,64.7,Stadtwerke Düsseldorf AG,2014
BNA0221b,Berechneter Zeitpunkt der Stillegung,1974,in Betrieb,Erdgas,Nein,,GT,66.7,Stadtwerke Düsseldorf AG,2014
BNA0221c,Berechneter Zeitpunkt der Stillegung,1976,in Betrieb,Erdgas,Ja,,Gasblock,293.0,Stadtwerke Düsseldorf AG,--
BNA0222,Berechneter Zeitpunkt der Stillegung,1977,in Betrieb,Mineralölprodukte,Nein,,GT,86.2,Stadtwerke Düsseldorf AG,2022
BNA0223a,"Keine Stillegung, da KWK-Betrieb",1955,Sonderfall,Abfall,Nein,,DT,48.9,Stadtwerke Düsseldorf AG,--
BNA0223b,"Keine Stillegung, da KWK-Betrieb",2000,in Betrieb,Abfall,Ja,,DT,53.7,Stadtwerke Düsseldorf AG,--
BNA0228,"Keine Stillegung, da KWK-Betrieb",1931,in Betrieb,Pumpspeicher,Nein,,Waldeck1/Bringhausen,143.0,E.ON Kraftwerke GmbH,--
BNA0229,"Keine Stillegung, da KWK-Betrieb",1974,in Betrieb,Pumpspeicher,Nein,,Waldeck 2,480.0,E.ON Kraftwerke GmbH,--
BNA0230,,1915,in Betrieb,Speicherwasser (ohne Pumpspeicher),Nein,,Hemfurth,20.0,E.ON Kraftwerke GmbH,
BNA0232b,"Keine Stillegung, da KWK-Betrieb",1961,in Betrieb,Biomasse,Ja,,Werkskraftwerk Sappi Ehingen,8.0,Sappi Ehingen GmbH,--
BNA0232c,Berechneter Zeitpunkt der Stillegung,1976,in Betrieb,Erdgas,Ja,,Werkskraftwerk Sappi Ehingen,4.0,Sappi Ehingen GmbH,--
BNA0233,Berechneter Zeitpunkt der Stillegung,1993,in Betrieb,Erdgas,Ja,,Kombikraftwerk,46.6,Stora Enso Sachsen GmbH,--
BNA0237,,2011,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,EBS-Heizkraftwerk,23.5,EnBW Propower GmbH,
BNA0238a,,1953,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,IKW,45.0,Arcelor Mittal Eisenhüttenstadt GmbH,
BNA0238b,,2013,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Ja,,IKW,56.0,Arcelor Mittal Eisenhüttenstadt GmbH,
BNA0239,Berechneter Zeitpunkt der Stillegung,1978,in Betrieb,Erdgas,Nein,,Huntorf,321.0,E.ON Kraftwerke GmbH,2018
BNA0243,Berechneter Zeitpunkt der Stillegung,2008,in Betrieb,Erdgas,Ja,,HKW Eltmann,54.0,Palm Power GmbH & Co. KG,--
BNA0245a,Berechneter Zeitpunkt der Stillegung,1973,in Betrieb,Erdgas,Nein,,Emden Gas,50.0,Statkraft Markets GmbH,2013
BNA0245b,Berechneter Zeitpunkt der Stillegung,1973,vorläufig stillgelegt,Erdgas,Nein,,Emden Gas,380.0,Statkraft Markets GmbH,2013
BNA0251,Von der BNetzA Terminiert,1985,in Betrieb,Kernenergie,Nein,,Grohnde,1360.0,E.ON Kernkraft GmbH,2021
BNA0252,Berechneter Zeitpunkt der Stillegung,1971,in Betrieb,Steinkohle,Nein,,Kraftwerk Ensdorf,283.0,Gemeinschaft nach Bruchteilen der Saarstahl AG (SAG) und Saarschmiede GmbH Freiformschmiede (SSF),2016
BNA0253,Berechneter Zeitpunkt der Stillegung,1963,in Betrieb,Steinkohle,Ja,,Kraftwerk Ensdorf,106.0,"VSE AG, Kraftwerk Ensdorf",2008
BNA0255,Berechneter Zeitpunkt der Stillegung,1996,in Betrieb,Erdgas,Ja,,HKW Iderhoffstraße,11.0,SWE Energie GmbH,--
BNA0256a,Berechneter Zeitpunkt der Stillegung,2000,in Betrieb,Erdgas,Ja,,HKW Erfurt-Ost,76.5,SWE Energie GmbH,--
BNA0256b,Berechneter Zeitpunkt der Stillegung,2014,in Betrieb,Erdgas,Ja,,HKW Erfurt-Ost,32.6,SWE Energie GmbH,--
BNA0259,"Keine Stillegung, da KWK-Betrieb",1942,in Betrieb,Laufwasser,Nein,,Ering,36.45,Innwerk AG,--
BNA0261a,Berechneter Zeitpunkt der Stillegung,2005,in Betrieb,Erdgas,Ja,GuD,HKW Erlangen,21.6,Erlanger Stadtwerke AG,--
BNA0261b,Berechneter Zeitpunkt der Stillegung,1980,in Betrieb,Steinkohle,Ja,,HKW Erlangen,17.4,Erlanger Stadtwerke AG,2025
BNA0261c,Berechneter Zeitpunkt der Stillegung,2014,in Betrieb,Erdgas,Ja,GuD,HKW Erlangen,6.7,Erlanger Stadtwerke AG,--
BNA0263,Von der BNetzA Terminiert,1988,in Betrieb,Kernenergie,Nein,,Isar 2,1410.0,E.ON Kernkraft GmbH,2022
BNA0268,"Keine Stillegung, da KWK-Betrieb",1969,in Betrieb,Pumpspeicher,nan,,Pumpspeicherwerk Rönkhausen,138.0,Mark-E AG,--
BNA0270,Berechneter Zeitpunkt der Stillegung,1992,in Betrieb,Steinkohle,ja,,Heizkraftwerk FL,27.0,Stadtwerke Flensburg GmbH,2037
BNA0271,Berechneter Zeitpunkt der Stillegung,1988,in Betrieb,Steinkohle,ja,,Heizkraftwerk FL,29.0,Stadtwerke Flensburg GmbH,2033
BNA0272,Berechneter Zeitpunkt der Stillegung,1985,in Betrieb,Steinkohle,ja,,Heizkraftwerk FL,33.0,Stadtwerke Flensburg GmbH,2030
BNA0273,Berechneter Zeitpunkt der Stillegung,1982,in Betrieb,Steinkohle,ja,,Heizkraftwerk FL,35.0,Stadtwerke Flensburg GmbH,2027
BNA0274,Berechneter Zeitpunkt der Stillegung,1978,in Betrieb,Steinkohle,ja,,Heizkraftwerk FL,23.0,Stadtwerke Flensburg GmbH,2023
BNA0278,"Keine Stillegung, da KWK-Betrieb",1918,in Betrieb,Laufwasser,Nein,,Rudolf-Fettweis-Werk     ,22.0,EnBW Energie Baden-Württemberg AG,--
BNA0279,"Keine Stillegung, da KWK-Betrieb",1926,in Betrieb,Pumpspeicher,Nein,,Rudolf-Fettweis-Werk     ,43.0,EnBW Energie Baden-Württemberg AG,--
BNA0284,Berechneter Zeitpunkt der Stillegung,1997,in Betrieb,Braunkohle,Ja,GuD,Heizkraftwerk FFO,45.0,Stadtwerke Frankfurt (Oder) GmbH,2042
BNA0285,Berechneter Zeitpunkt der Stillegung,2005,in Betrieb,Erdgas,Ja,,HKW Niederrad,70.0,Mainova AG,--
BNA0286,Berechneter Zeitpunkt der Stillegung,1994,in Betrieb,Erdgas,Ja,,HKW West,99.0,Mainova AG,--
BNA0287a,"Keine Stillegung, da KWK-Betrieb",1998,in Betrieb,Abfall,Ja,,MHKW Frankfurt,26.0,Mainova AG,--
BNA0287b,"Keine Stillegung, da KWK-Betrieb",2006,in Betrieb,Abfall,Ja,,MHKW Frankfurt,46.5,Mainova AG,--
BNA0288,Berechneter Zeitpunkt der Stillegung,1973,in Betrieb,Erdgas,Ja,,HKW Niederrad,56.0,Mainova AG,--
BNA0289a,,1954,in Betrieb,"Sonstige Energieträger
(nicht erneuerbar) ",Nein,,HKW West,19.7,Mainova AG,
BNA0289b,Berechneter Zeitpunkt der Stillegung,1989,in Betrieb,Steinkohle,Ja,,HKW West,61.5,Mainova AG,2034
BNA0290,Berechneter Zeitpunkt der Stillegung,1989,in Betrieb,Steinkohle,Ja,,HKW West,61.5,Mainova AG,2034
BNA0292,Berechneter Zeitpunkt der Stillegung,1959,in Betrieb,Braunkohle,Ja,,Frechen/Wachtberg,118.0,RWE Power AG,2004
BNA0293,Berechneter Zeitpunkt der Stillegung,1998,in Betrieb,Erdgas,Ja,GuD,GuD Anlage WVK,60.098,Solvay Acetow GmbH,--
BNA0313,Berechneter Zeitpunkt der Stillegung,1966,in Betrieb,Braunkohle,Ja,,Frimmersdorf,284.0,RWE Power AG,2011
BNA0314,Berechneter Zeitpunkt der Stillegung,1970,in Betrieb,Braunkohle,Nein,,Frimmersdorf,278.0,RWE Power AG,2015
BNA0318,Berechneter Zeitpunkt der Stillegung,2011,in Betrieb,Mineralölprodukte,Nein,,Kraftwerk Fulda,24.81,RhönEnergie Fulda GmbH,2056
BNA0324,"Keine Stillegung, da KWK-Betrieb",1938,in Betrieb,Laufwasser,Nein,,Gars,25.0,VERBUND-Innkraftwerke GmbH,--
BNA0327,"Keine Stillegung, da KWK-Betrieb",1958,in Betrieb,Pumpspeicher,Nein,,Geesthacht,119.1,Vattenfall Europe Generation AG,--
BNA0328,"Keine Stillegung, da KWK-Betrieb",1958,in Betrieb,Pumpspeicher,Nein,,Geesthacht,,Vattenfall Europe Generation AG,--
BNA0329,"Keine Stillegung, da KWK-Betrieb",1958,in Betrieb,Pumpspeicher,Nein,,Geesthacht,,Vattenfall Europe Generation AG,--
BNA0331,Berechneter Zeitpunkt der Stillegung,1969,in Betrieb,Steinkohle,Ja,,Scholven,345.0,E.ON Kraftwerke GmbH,2014
BNA0332,Berechneter Zeitpunkt der Stillegung,1968,in Betrieb,Steinkohle,Ja,,Scholven,345.0,E.ON Kraftwerke GmbH,2013
BNA0333,Von der BNetzA Terminiert,1970,in Betrieb,Steinkohle,Ja,,Scholven,345.0,E.ON Kraftwerke GmbH,2014
BNA0334,Von der BNetzA Terminiert,1971,in Betrieb,Steinkohle,Ja,,Scholven,345.0,E.ON Kraftwerke GmbH,2014
BNA0335,Von der BNetzA Terminiert,1979,in Betrieb,Steinkohle,Nein,,Scholven,676.0,E.ON Kraftwerke GmbH,2014
BNA0336,Berechneter Zeitpunkt der Stillegung,1985,in Betrieb,Steinkohle,Ja,,FWK Buer,70.0,E.ON Kraftwerke GmbH,2030
BNA0337,"Keine Stillegung, da KWK-Betrieb",1974,in Betrieb,Pumpspeicher,Nein,,PSW Langenprozelten,164.0,Donau-Wasserkraft AG,--
BNA0343,Berechneter Zeitpunkt der Stillegung,1997,in Betrieb,Erdgas,Ja,,Heizkraftwerk Gera-Nord,74.0,Energieversorgung Gera GmbH,--
BNA0350,"Keine Stillegung, da KWK-Betrieb",2004,in Betrieb,Pumpspeicher,Nein,,Goldisthal,1052.0,Vattenfall Europe Generation AG,--
BNA0351,"Keine Stillegung, da KWK-Betrieb",2003,in Betrieb,Pumpspeicher,Nein,,Goldisthal,,Vattenfall Europe Generation AG,--
BNA0352,"Keine Stillegung, da KWK-Betrieb",2004,in Betrieb,Pumpspeicher,Nein,,Goldisthal,,Vattenfall Europe Generation AG,--
BNA0353,"Keine Stillegung, da KWK-Betrieb",2004,in Betrieb,Pumpspeicher,Nein,,Goldisthal,,Vattenfall Europe Generation AG,--
BNA0354,Berechneter Zeitpunkt der Stillegung,1998,in Betrieb,Erdgas,Ja,,HKW Göttingen,18.8,Georg-August-Universität Göttingen Stiftung Öffentlichen Rechts,--
BNA0355,Von der BNetzA Terminiert,1982,in Betrieb,Kernenergie,Nein,,Grafenrheinfeld,1275.0,E.ON Kernkraft GmbH,2015
BNA0360,Berechneter Zeitpunkt der Stillegung,1996,in Betrieb,Erdgas,Ja,,"HKW ""Helmshäger Berg""",14.7,Energieerzeugungsgesellschaft Greifswald GmbH,--
BNA0361,Berechneter Zeitpunkt der Stillegung,2004,in Betrieb,Erdgas,Ja,,Kraftwerk Grenzach-Wyhlen,40.0,KGW - Kraftwerk Grenzach-Wyhlen GmbH,--
BNA0362,"Keine Stillegung, da KWK-Betrieb",1912,in Betrieb,Laufwasser,Nein,,KW Wyhlen,37.9,Energiedienst AG,--
BNA0364,"Keine Stillegung, da KWK-Betrieb",1955,in Betrieb,Laufwasser,Nein,,Jochenstein,66.0,Innwerk AG,--
BNA0369,Berechneter Zeitpunkt der Stillegung,1995,in Betrieb,Mineralölprodukte,Nein,,Spitzenlastkraftwerk Sermuth,17.0,envia THERM GmbH,2040
